"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1952401259","Encore Pharmacy #1","3"
"1033128178","Beaumont Pharmacy Westland","3"
"1033128178","Oakwood Pharmacy Westland","3"
"1154876886","Precision Genetics","3"
"1225466378","ReCept Pharmacy #97","3"
"1245263300","CHEMIK HEALTHCARE SERVICES INC","3"
"1306546353","Mercury Mental Health","3"
"1366570400","David D. Leonard, M.D. PC","3"
"1437100864","Advanced Urology Medical Offices","3"
"1457051419","Light of victory assisted living","4"
"1487364725","3M RX LTC","3"
"1497996367","Home Instead Senior Care","3"
"1508566464","STRATUS DIAGNOSTICS","3"
"1528768587","Sunrise Mountain Behavioral Health","3"
"1538869490","SHURRUNS HOUSE SOBER LIVING","3"
"1538869490","Shurrun's House Sober Living Homes","5"
"1538885637","Seven days Home Health Care","3"
"1609263003","CAMP PEND RAS WCC PHCY","3"
"1609523158","Main Street OB/Gyn","3"
"1669132379","Montana Rx Compounders","3"
"1669184537","Mercy Non Emergency Medical Transportation","3"
"1760441075","Baltimore County Dialysis Center","3"
"1790310217","Hope Providers Health Services","3"
"1801289384","Frontline Medical","3"
"1841308731","Cancer Care of West Central Ohio","3"
"1841603248","CAMP PEND 62 ABC WCC PHCY","3"
"1851000111","Transforming Lives ABA Therapy LLC","5"
"1902034895","Carefirst Rx, Inc.","3"
"1942900907","ConnectionsWA Group Payment","5"
"1962814582","CAMP PEND 53 ABMC WCC PHCY","3"
"1972916740","CAMP PEND 52 eRx WCC PHCY","3"
"1992389530","Boulder Behavioral Health & Wellness","3"
"1003557315","Mountain Meadow Therapy","3"
"1013515212","LMC Rehabilitation Services","3"
"1013650803","CDSRX","3"
"1023405768","DOD 29 PALMS PHARMACY","3"
"1043910920","Concept Behavioral Health Services DMV","3"
"1053400077","Seneca Branch","3"
"1073213039","CLINICA LATINA CORPUS CHRISTI","3"
"1114627072","Stonebridge Behavioral Hospital","3"
"1144243197","Spectrum Radiology South","3"
"1164121703","Department of Primary Care","3"
"1174172183","DoD DAHLGREN ePhcy","3"
"1174223044","Seton Medical Center Hospital Pharmacy","3"
"1194425066","Infinity Rehab","3"
"1215637186","Infinity Rehab","3"
"1225571243","EXPRESS CARE PHARMACY","3"
"1255098380","Jamie LaFevers and Associates","3"
"1306365184","Madrona Pharmacy","3"
"1306365184","Virginia Mason Georgetown Pharmacy","5"
"1316647290","Swee2ooth","3"
"1346712957","Start Community Health Center","3"
"1346940210","ME Wellness Care & Aesthetics","3"
"1376572255","New Beacon of Jasper","3"
"1376572255","SouthernCare New Beacon","3"
"1417656059","Department of Primary Care","3"
"1457051328","Infinity Rehab","3"
"1508565300","Kay's Angel Care, Inc","3"
"1508566555","Secured Health Assisted Living","3"
"1518949874","Access TLC Hospice","3"
"1528720430","HealthView Home Health & Hospice - Caswell","3"
"1568976041","Smiles by the Lake","3"
"1588038079","Delta ABA Therapy","3"
"1598465478","Asteri EMS","3"
"1598465478","theWAY","3"
"1629711569","Clear Thought Neurology","3"
"1649682162","DoD ANNAPOLIS ePhcy","3"
"1659071520","Outpatient Services (clinic)","5"
"1669809083","TELECARE HOPE HOUSE CRISIS RESIDENTIAL CENTER","5"
"1700586674","Ellie Mental Health - Lancaster","3"
"1740528637","Interventional Pain Management Specialist","4"
"1780384644","Stonebridge Medical Group","5"
"1790485670","Holistic View PLLC","5"
"1841990710","UNIVERSITY OF COLORADO MEDICINE AKA CU MEDICINE","3"
"1881394765","Affordable Dentures & Implants - Benton Harbor","3"
"1891421962","HPV Center of Las Vegas","3"
"1902067028","ADHD Plus","3"
"1902522410","Na'au Healing Center","3"
"1932809803","Infinity Rehab","3"
"1942900816","Optimus Health and Wellness LLC","3"
"1952426496","NEILS","5"
"1023331220","Southern West Virgina Health System-Logan","3"
"1033490149","Southern West Virginia Health System-Delbarton","3"
"1093415986","Swayne PT & Pilates","3"
"1093848301","GUYAN VALLEY WELLNESS CENTER","5"
"1114625522","Frisco Modern Dentistry","3"
"1124735402","Graham Convenient Care","3"
"1164007043","Wellbrook Health","3"
"1164122065","Children's Hospitals and Clinics of Minnesota","3"
"1215637129","Excel Primary and Specialty Care PC","4"
"1225775018","Prestige Psychiatry1 LLC","3"
"1235880329","Blue Balloon ABA","3"
"1255521027","Guyan Valley Wellness Center","3"
"1275964744","BuenaSalud Acupuncture Clinic","3"
"1295435188","Moore Hearing","3"
"1366723975","Logan Wildcat Health Center","3"
"1376165670","Bring Hope","5"
"1376895995","Alum Creek Pharmacy at Sand Plant","3"
"1396052528","CRHS Tiger Center For Health","3"
"1437859337","Tulus Precious Hands, LLC","4"
"1447619416","Pioneer Health Center","3"
"1457541229","DUVAL MIDDLE SCHOOL HEALTH CENTER","3"
"1457610594","Southern West Virginia Health System-","3"
"1467152363","NA","5"
"1497455307","Triple Care Nurse Registry","3"
"1508366550","F.I.T. PT, LLC","3"
"1578238523","Everest Pharmacy & Medical Supply","3"
"1598408452","Wellspring Chiropractic","3"
"1598465403","Delton Family Dental","3"
"1649779919","Green Physical Therapy","3"
"1649779919","Green Physical Therapy & Wellness Center","5"
"1720586472","Southern West Virginia Health System-Madison Medical","3"
"1720788615","Healing Hands Medical Staffing","4"
"1770589681","Dennis' Pharmacy","3"
"1801254388","Ranger Health Center","3"
"1801596796","One Twelve","3"
"1811413768","Super Kids Development Center","3"
"1831163906","R EXCELLENCE PROGRAM","3"
"1841990744","Olympus Transportation","3"
"1851480875","Everett Snohomish Branch","3"
"1861553885","MAPLETON AREA AMBULANCE","3"
"1871722207","Galaxy Brain & Therapy Center","3"
"1922708817","Homeward Bound, Inc","3"
"1922773977","EVEREST PHARMACY & MEDICAL SUPPLY","3"
"1942509856","SALT ROCK MEDICAL CENTER","3"
"1942523931","Southern West Virignia Health System-Gilbert","3"
"1962583054","LCHS Panther Center for Health","3"
"1982304853","Hall adult senior daycare","3"
"1073644902","Liberty County Public Health","3"
"1114501590","Hughes Health and Wellness","5"
"1134829062","Substance Abuse Treatment","3"
"1174223002","Bloom Pelvic Health & Wellness","3"
"1174223085","VN Women's and Reproductive Health Center","3"
"1194464081","AM Behavioral Huber Heights","3"
"1205536125","Acorn Dentistry for Kids","3"
"1245930163","Sun Valley Adult Day Health Care Center","3"
"1255046918","Buckeye","3"
"1265132187","Sky Ridge Center for Physical Rehabilitation","3"
"1285233171","The Center at Zaragoza","3"
"1316647241","Legacy Dental of Menifee","3"
"1407556335","Designer Eyes","3"
"1427758358","OrthoAlliance of Ohio","3"
"1457051377","Optometric Associates","3"
"1457051385","Bowsher Health Center","3"
"1467925487","HARLESS CENTER PHARMACY","3"
"1477253383","omega rx","3"
"1487354304","Start Health Center","3"
"1518672278","Phoenix","3"
"1548960420","VN Women's and Reproductive Health Center","3"
"1548960453","CHINO PLAZA PHARMACY","3"
"1558061465","Children's Hospitals and Clinics of Minnesota","3"
"1619682374","Peoria","3"
"1639879562","ASPCares","3"
"1669172573","ANDREW TIBBITTS DDS & ASSOCIATES","3"
"1669172573","Legacy Dental of Murrieta","3"
"1689762486","Telecare McMillan Ranch","5"
"1700109576","Telecare Pathways to Recovery","3"
"1700856630","Floyd County Medical Center Clinic","3"
"1720788656","Excel Group Home","3"
"1730367582","Liberty Heart Center","3"
"1770065237","Cranial Kids","3"
"1780384610","OrthoAlliance of Ohio","3"
"1790332344","THORS TREATMENT CENTER","3"
"1790332344","The House of Rising Son","3"
"1821531062","Focus: Meds Pharmacy and Wellness","3"
"1881329902","MERCY ST. LOUIS TRANSPORT AMBULANCE","3"
"1891495719","The Phoenix Group Homes LLC","3"
"1902308919","THE CENTER AT WATERFRONT","3"
"1922708833","Mindful Therapy Collective","3"
"1942900865","Gateway to Sobriety Alliance Hospital","3"
"1952001877","Perry Health Center","3"
"1982256285","The Center at Parmer","3"
"1003516949","Natasha Ortiz","4"
"1306546320","NA","3"
"1376558965","Specialty Surgical Center","3"
"1396417218","Wellness Online Therapy","3"
"1518925569","STi Therapy Division","3"
"1568098309","Delicate Dental","3"
"1568162493","A Mission for Michael","3"
"1629179205","Conejo Surgical Center","3"
"1649669979","dba: Healthy Connections","3"
"1649725193","Dignity Health East Valley Rehabilitation Hospital","3"
"1689243578","skipping stones behavioral learning center","3"
"1689374522","Emerge Physical Therapy & Wellness","3"
"1700193570","Telecare Sanger Place","3"
"1700319407","Ridgecrest Crisis Stabilization Unit","3"
"1710030325","dba: Healthy Connections","3"
"1720164882","Gateway To Recovery","3"
"1730429507","Anniston Dialysis","3"
"1740980671","Dental Therapy","3"
"1760182604","Tiffani Dickerson","5"
"1760182604","Tiffani Dickerson RN-IBCLC","5"
"1851091789","A Smile Shoppe","3"
"1962102814","Spectrum Psychiatry","3"
"1003516873","HEARING CLINIC","3"
"1013623073","Grossmont Gardens Senior Living","3"
"1053011809","Royal Dentistry Studio","4"
"1104297472","ANGELS CARE HOME HEALTH OF COLLEGE STATION","3"
"1104326438","Independent Counselors of Las Vegas","3"
"1144283185","Fourth Street Dialysis","3"
"1164815668","Springwoods Dialysis","3"
"1205818481","HSHS St. John's Hospital","3"
"1235839002","Altitude Wellness","3"
"1255576260","Taylor Dialysis","3"
"1326748104","Door County Medical Center Direct Care","3"
"1336526300","Tanner Dialysis","3"
"1346656105","SpineCare NY","3"
"1346940111","Belmont Family Dental PLLC","3"
"1356041115","Esk HomeCare","3"
"1366142234","Lashun Smith","3"
"1407260789","Cloverleaf Dialysis","3"
"1427758275","Angel Pharmacy","3"
"1487390258","SpineCare NY","3"
"1538789177","SK Chiropractic","3"
"1629022629","Spring Dialysis","3"
"1669186235","COUNSELING SOCIETY LLC","4"
"1679273437","McAllister Orthodontics","3"
"1699025981","Maria Gonzalez Berlari, MD LLC","4"
"1750769642","WESTWOOD MEDICAL SERVICES & SUPPLY","5"
"1801020193","Mission Valley Dialysis","3"
"1801855473","Reidsville Dialysis","3"
"1811096852","DOD BREMERTON PHARMACY","3"
"1821485152","DOD CAMP PENDLETON PHARMACY","3"
"1841399011","DOD CHARLESTON NH PHARMACY","3"
"1902506769","E & E EYECARE","3"
"1952001711","Friedman Psychiatry","3"
"1952001729","WashDay LLC","4"
"1992405765","Reed Physical Therapy","4"
"1003048208","Angels Care Home Health","3"
"1013257286","MM Pharmacy","3"
"1013267657","Pinellas Radiology Associates","3"
"1033819818","Lexington Eye Associates, Inc.","3"
"1033819818","Lexington Eye Associates-Optical","3"
"1063118891","Life Touch Chiropractic and Wellness","3"
"1073213062","Better Hope Homes","3"
"1114627999","Select Physical Therapy","3"
"1124070065","Corpus Christi Healthcare at Home","3"
"1124737192","Anaheim hills medical pharmacy","3"
"1124779962","Gold Mettle, LLC","5"
"1134165152","Shelby Valley Clinic Pharmacy","3"
"1134286321","Hoke County Health Department","3"
"1134286321","Hoke County Health Department","5"
"1134829567","Living Well Personal Care Home LLC","3"
"1144504044","New York Presbyterian Hospital","3"
"1144945593","Fresh Mark Health Center","5"
"1164023099","Spira Care, LLC Olathe NCPDP","5"
"1174099097","Clarity Healthcare","3"
"1184324964","Seven Days Home Health Care","3"
"1225114838","CITY OF LAKE FIRE RESCUE","3"
"1225738008","Ellie Mental Health","3"
"1245290857","Radiology Imaging Associates of Oak Ridge","5"
"1245831163","Spira Care, LLC Crossroads NCPDP","5"
"1265033187","Spira Care, LLC Shawnee NCPDP","5"
"1316981293","Hope Family Pharmacy","3"
"1356041149","Inspired Physiotherapy","3"
"1366988446","Spanish Peaks Regional Health Center Ambulance","3"
"1376144295","Spira Care, LLC Tiffany Springs NCPDP","5"
"1386357010","Resurgent Chiropractic","3"
"1417975442","Oakwood Dialysis Center","3"
"1427758218","Rogers Pharmacy & Home Medical Equipment","3"
"1447227947","Belcaro Dialysis Center","3"
"1447950225","RAZI PHARMACY","3"
"1457051245","LILYCARE OF MAINE","3"
"1457051245","LILYCARE OF MASSACHUSETTES LLC","3"
"1477253268","Franklin Orthodontic Group","3"
"1477695468","HCA Midwest Healthcare at Home","3"
"1497206973","Martin County Pharmacy","3"
"1518455294","RMC Palmetto Urology","3"
"1528768306","i Care Senior Care","3"
"1558963207","Spira Care, LLC Lee's Summit NCPDP","5"
"1588606370","Physicians for Women","3"
"1609412147","PHA","3"
"1619529369","Starkey Wellness Center","5"
"1639180235","Medical City Healthcare at Home","3"
"1649970435","A HEART FULL OF BLESSINGS","4"
"1669014197","Interventional SpineCare","3"
"1669073581","Spira Care, LLC Liberty NCPDP","5"
"1700828597","Shelby Valley Clinic","3"
"1720788516","Select Physical Therapy","3"
"1770283558","Anointed Hands Family Services LLC","5"
"1790039881","Chris A. Smiley, O.D and Associates LLC","5"
"1790969269","New York-Presbyterian Hospital","3"
"1801878632","Salem Chest Specialists","3"
"1811040421","Angels Care Home Health of Pueblo","3"
"1811598543","Spira Care, LLC Wyandotte NCPDP","5"
"1811697600","Florida Cancer Specialists & Research Institute, LLC","3"
"1831661404","Pikeville Community Health Center","3"
"1851099626","Chase Patton DDS","3"
"1871293662","Synergy Homecare of Alabaster","3"
"1881729564","HCA Midwest Healthcare at Home","3"
"1902234776","HealthONE Hospice & Family Care","3"
"1922129865","NVISION EYE CENTERS","3"
"1922594506","Hope Family Health Services","5"
"1942246970","Mud Creek Clinic Pharmacy","3"
"1942249016","HealthONE Healthcare at Home","3"
"1972203768","DT DEPENDABLE TRANSPORT LLC","3"
"1972776870","Vision Professionals","3"
"1992430946","Spira Care LLC","4"
"1013959444","Frankfort Regional Healthcare at Home","3"
"1013973866","Caris Life Sciences","3"
"1023217239","HCA Virginia Healthcare at Home","3"
"1073834560","TriStar Healthcare at Home","3"
"1083666069","HCA Florida Healthcare at Home","3"
"1104317163","Triangle Implant Center Greensboro","3"
"1114650751","Angels Care Hospice","3"
"1134629462","Accurate Hospice And Palliative Care, INC","3"
"1134668353","Sante' Foundation Medical Group","3"
"1134829930","HEALSONG RIDES,LLC","3"
"1144920943","Cedar Lane","3"
"1154021962","Modern Eye","3"
"1164044012","Angels Care Hospice","3"
"1174948996","Kinship King City Clinic","3"
"1194874776","HCA Florida Healthcare at Home","3"
"1225738024","Be Right There Transport","3"
"1225738032","Caring Hands Transportation LLC","4"
"1245581131","CoxHealth at Home","3"
"1265439491","HCA Florida Healthcare at Home","3"
"1295435006","ComForCare Home Care S.E. Fairfax-Alexandria","3"
"1316252380","HCA Midwest Hospice & Family Care","3"
"1326748120","EchelonCare Medical Transport llc","3"
"1386072155","HCA Midwest Hospice & Family Care","3"
"1427699800","Terrace Home Health","3"
"1427699800","Terrace Home Health Independence","3"
"1437856986","HealthSource of Maryland Farms","3"
"1447758065","Angels Care Hospice","3"
"1477627768","WHITWELL PHARMACY","3"
"1487367769","Mountain Laurel Rehabilitation and Nursing","3"
"1497142012","Angels Care Hospice","3"
"1497455299","UCHealth Medical Group","5"
"1497707541","HCA Florida Healthcare at Home","3"
"1508899337","CoxHealth at Home","3"
"1518276336","HealthONE Hospice & Family Care","3"
"1528768322","SOUTHERN WEST VIRGINIA HEALTH SYSTEM-WHITESVILLE","3"
"1548960354","1ST RESPONSES TRANSPORTATION & ROADSIDE ASSISTANCE","3"
"1568764520","Wesley Healthcare at Home","3"
"1578517496","HCA Florida Healthcare at Home","3"
"1588841936","HCA Houston Healthcare at Home","3"
"1598475154","Canovanas medical center","4"
"1629646146","Ventura Seneca Services","3"
"1649970443","Home Instead Senior Care 161","3"
"1659555951","HCA Florida Healthcare at Home","3"
"1679721625","HCA Florida Healthcare at Home","3"
"1700145166","Regional Healthcare at Home","3"
"1710036397","HCA Florida Healthcare at Home","4"
"1720286651","HCA Florida Healthcare at Home","3"
"1740989417","Bontrager Quick Care","3"
"1760613145","CoreCare Chiropractic","3"
"1770283574","Ottawa County Health Center Family Care Clinic","3"
"1770918088","Leo Cardiology, LLC","3"
"1780249342","COLUMBUS PSYCHIATRY CLINIC","3"
"1780676304","Beutner Labratories","5"
"1841488079","La Familia-Si Se Puede","3"
"1841578622","Kinship Center Salinas","3"
"1851091656","LUTHERAN GOOD SHEPHERD CARE","3"
"1851343842","HCA Florida Healthcare at Home","3"
"1861020885","ANGELS CARE HOSPICE","3"
"1891049995","Medical City Hospice & Family Care","3"
"1891154217","CoxHealth at Home","3"
"1891747952","HCA Florida Healthcare at Home","3"
"1902881642","HCA Florida Healthcare at Home","3"
"1922083666","HCA Florida Healthcare at Home","3"
"1932387321","Methodist Healthcare at Home","3"
"1003404518","Alliance Home Health Plus, INC","3"
"1013066182","HCA Florida Healthcare at Home","3"
"1023292323","Brookdale Therapy Northampton","3"
"1023715281","Emerald Healthcare Group","3"
"1033732110","Brookdale Therapy North Raleigh","3"
"1033819867","Heartland","3"
"1043245178","Texas Tech UHSC OB/GYN","3"
"1043789910","Brookdale Therapy","3"
"1043910870","Heartland","3"
"1063561116","Brookdale Therapy Edina","3"
"1063610277","Brookdale Therapy Glenwood","3"
"1063878957","Step Well Podiatry, LLC","3"
"1073695573","Brookdale Therapy Bradenton","3"
"1073707030","Brookdale Therapy Forest Grove","3"
"1083370423","Another Way LLC.","3"
"1083950034","Brookdale Therapy Leawood","3"
"1093753527","Brookdale Therapy Galleria","3"
"1114125390","Brookdale Therapy Club Hill","3"
"1114627940","Cascade EyeCare","3"
"1114974854","Brookdale Therapy Denver","3"
"1124202429","Brookdale Therapy Creve Coeur","3"
"1134742216","Brookdale Therapy Carriage Club","3"
"1154452829","G.R.O. Optical","3"
"1154452829","G.R.O. Optical LLC","3"
"1154452829","GRO Optical LLC","3"
"1154452829","Grand Rapids Opticians, LLC","3"
"1154452829","Grand Rapids Opticians, LLC","4"
"1164122990","Waterview Health & Rehab Center","3"
"1164571246","Brookdale Therapy Raleigh","3"
"1184324071","Tampa Bay Institute of Oral Surgery & Dental Implants","3"
"1245930064","AnMed Cannon","3"
"1255031084","Three Rivers Health & Rehab Center","3"
"1316308547","Tampa Bay Institute of Oral Surgery and Dental Implants","3"
"1326748294","RITE CARE EXPRESS PHARMACY","3"
"1336849157","Better Body Chiropractic & Accident Rehab Center, LLC","3"
"1356064414","CAA Health Center at Salem","3"
"1437859261","Heartland","3"
"1457097065","SF Aspire STRTP","3"
"1487156253","Catawba County Dialysis","3"
"1487743480","Long Island Community Hospital","3"
"1487743480","Brookhaven Memorial Hospital Dialysis Center","5"
"1497060461","Brookdale Hospice San Antonio","3"
"1548518608","HCA Houston Hospice & Family Care","3"
"1558061440","Tampa Bay Institute of Oral Surgery & Dental Implants","3"
